id,area_code,outage_duration,broadband_type,outage_type,log_report_type,volume,transit_server_type,Bandwidth,Speed_var_over_dist
14658,area_276,0,ADSL2,outage_type_1,log_report_type_221,1,transit_server_type_35,2,1
14642,area_497,0,ADSL2,outage_type_2,log_report_type_312,71,transit_server_type_34,2,1
12650,area_100,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
7287,area_836,0,ADSL2,outage_type_1,log_report_type_195,1,transit_server_type_11,2,1
16450,area_619,2,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
856,area_330,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
8284,area_763,1,ADSL1,outage_type_2,log_report_type_82,26,transit_server_type_15,1,1
13499,area_810,1,ADSL1,outage_type_2,log_report_type_71,3,transit_server_type_15,1,1
5614,area_737,1,ADSL1,outage_type_2,log_report_type_157,1,transit_server_type_11,1,1
3198,area_756,0,ADSL2,outage_type_1,log_report_type_54,10,transit_server_type_54,2,1
15107,area_713,0,ADSL1,outage_type_2,log_report_type_80,3,transit_server_type_15,1,1
13642,area_1100,2,ADSL1,outage_type_1,log_report_type_82,105,transit_server_type_15,1,1
7844,area_800,0,ADSL1,outage_type_1,log_report_type_195,2,transit_server_type_11,1,1
18527,area_135,1,ADSL2,outage_type_1,log_report_type_301,2,transit_server_type_34,2,1
8287,area_320,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
3913,area_123,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
8546,area_1107,0,ADSL1,outage_type_1,log_report_type_71,15,transit_server_type_11,1,1
6780,area_609,0,Cable,outage_type_2,log_report_type_306,1,transit_server_type_11,4,0
11757,area_673,1,ADSL1,outage_type_1,log_report_type_171,8,transit_server_type_11,1,1
7672,area_501,0,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_34,2,1
9424,area_124,0,ADSL2,outage_type_2,log_report_type_232,5,transit_server_type_34,2,1
11262,area_821,0,ADSL1,outage_type_2,log_report_type_82,14,transit_server_type_15,1,1
1603,area_737,0,ADSL1,outage_type_2,log_report_type_195,2,transit_server_type_11,1,1
8927,area_468,0,ADSL2,outage_type_2,log_report_type_312,35,transit_server_type_35,2,1
4249,area_1026,0,ADSL1,outage_type_1,log_report_type_68,5,transit_server_type_11,1,1
412,area_1080,1,ADSL2+,outage_type_1,log_report_type_273,2,transit_server_type_11,3,1
17220,area_646,2,ADSL1,outage_type_1,log_report_type_82,2,transit_server_type_5,1,1
9115,area_91,0,ADSL2,outage_type_2,log_report_type_315,283,transit_server_type_35,2,1
8605,area_466,0,ADSL2,outage_type_2,log_report_type_312,11,transit_server_type_34,2,1
17229,area_871,0,ADSL2,outage_type_1,log_report_type_134,2,transit_server_type_20,2,1
18392,area_418,1,ADSL2,outage_type_2,log_report_type_313,3,transit_server_type_34,2,1
260,area_653,0,ADSL1,outage_type_2,log_report_type_82,8,transit_server_type_15,1,1
16203,area_699,0,ADSL1,outage_type_2,log_report_type_68,1,transit_server_type_11,1,1
14265,area_945,0,ADSL1,outage_type_1,log_report_type_70,1,transit_server_type_11,1,1
6731,area_494,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
6629,area_1100,1,ADSL1,outage_type_2,log_report_type_203,7,transit_server_type_15,1,1
11276,area_962,0,ADSL1,outage_type_2,log_report_type_82,14,transit_server_type_15,1,1
8022,area_826,1,Fiber1,outage_type_2,log_report_type_170,1,transit_server_type_11,5,0
2708,area_311,0,ADSL2,outage_type_1,log_report_type_135,1,transit_server_type_21,2,1
14906,area_760,0,ADSL2,outage_type_4,log_report_type_362,5,transit_server_type_54,2,1
18071,area_976,0,ADSL1,outage_type_2,log_report_type_203,10,transit_server_type_15,1,1
6897,area_1051,2,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
14892,area_522,0,ADSL2,outage_type_2,log_report_type_232,11,transit_server_type_35,2,1
4582,area_802,0,Fiber1,outage_type_1,log_report_type_306,4,transit_server_type_22,5,0
15387,area_684,0,ADSL1,outage_type_2,log_report_type_82,24,transit_server_type_15,1,1
7352,area_478,0,ADSL2,outage_type_2,log_report_type_312,4,transit_server_type_35,2,1
11729,area_887,0,ADSL1,outage_type_4,log_report_type_54,2,transit_server_type_11,1,1
18528,area_1042,2,ADSL1,outage_type_2,log_report_type_82,14,transit_server_type_15,1,1
18203,area_798,0,ADSL1,outage_type_2,log_report_type_82,6,transit_server_type_15,1,1
10644,area_498,0,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
1754,area_423,1,ADSL1,outage_type_1,log_report_type_181,1,transit_server_type_11,1,1
9737,area_130,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_35,2,1
17061,area_822,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_10,2,1
4630,area_1008,0,ADSL1,outage_type_2,log_report_type_384,2,transit_server_type_15,1,1
4935,area_821,1,ADSL1,outage_type_2,log_report_type_201,5,transit_server_type_15,1,1
4295,area_498,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
3992,area_378,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_34,2,1
4469,area_1067,0,ADSL1,outage_type_2,log_report_type_54,2,transit_server_type_11,1,1
17005,area_60,1,ADSL1,outage_type_1,log_report_type_171,1,transit_server_type_11,1,1
7717,area_471,0,ADSL2,outage_type_2,log_report_type_312,3,transit_server_type_34,2,1
6423,area_151,0,ADSL2,outage_type_4,log_report_type_301,1,transit_server_type_35,2,1
10299,area_257,0,ADSL2,outage_type_1,log_report_type_232,1,transit_server_type_20,2,1
1999,area_600,0,ADSL1,outage_type_2,log_report_type_82,20,transit_server_type_15,1,1
14996,area_763,2,ADSL1,outage_type_1,log_report_type_196,1,transit_server_type_15,1,1
11424,area_477,0,ADSL2,outage_type_2,log_report_type_235,1,transit_server_type_35,2,1
13732,area_1066,0,ADSL1,outage_type_2,log_report_type_68,5,transit_server_type_11,1,1
14286,area_849,0,ADSL1,outage_type_1,log_report_type_73,1,transit_server_type_11,1,1
10700,area_498,0,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
9942,area_255,0,ADSL2,outage_type_2,log_report_type_232,18,transit_server_type_34,2,1
8529,area_1061,1,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
7987,area_116,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
1582,area_476,0,ADSL2,outage_type_2,log_report_type_309,45,transit_server_type_35,2,1
15895,area_889,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
17381,area_600,0,ADSL1,outage_type_2,log_report_type_82,38,transit_server_type_15,1,1
10371,area_496,0,ADSL2,outage_type_2,log_report_type_314,20,transit_server_type_35,2,1
5868,area_498,0,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_34,2,1
15725,area_118,0,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
4106,area_724,2,ADSL1,outage_type_1,log_report_type_54,10,transit_server_type_11,1,1
8380,area_628,0,ADSL1,outage_type_2,log_report_type_85,1,transit_server_type_11,1,1
16805,area_1105,0,ADSL1,outage_type_1,log_report_type_171,2,transit_server_type_11,1,1
9246,area_506,0,ADSL2,outage_type_2,log_report_type_313,2,transit_server_type_35,2,1
239,area_881,1,ADSL2+,outage_type_1,log_report_type_345,1,transit_server_type_13,3,1
2781,area_1109,0,Fiber_High_speed,outage_type_1,log_report_type_268,2,transit_server_type_18,7,0
16349,area_1107,2,ADSL1,outage_type_1,log_report_type_71,3,transit_server_type_11,1,1
12953,area_704,0,ADSL1,outage_type_2,log_report_type_82,5,transit_server_type_15,1,1
3384,area_9,0,ADSL1,outage_type_1,log_report_type_108,1,transit_server_type_11,1,1
17174,area_518,0,ADSL2,outage_type_2,log_report_type_315,13,transit_server_type_34,2,1
4031,area_34,0,ADSL1,outage_type_1,log_report_type_171,10,transit_server_type_11,1,1
11243,area_696,0,ADSL1,outage_type_2,log_report_type_54,8,transit_server_type_11,1,1
1400,area_375,0,ADSL2,outage_type_2,log_report_type_313,5,transit_server_type_34,2,1
9631,area_600,2,ADSL1,outage_type_2,log_report_type_203,5,transit_server_type_15,1,1
7848,area_390,1,ADSL2,outage_type_2,log_report_type_312,7,transit_server_type_35,2,1
9883,area_979,0,ADSL1,outage_type_1,log_report_type_195,1,transit_server_type_11,1,1
11527,area_763,2,ADSL1,outage_type_1,log_report_type_74,5,transit_server_type_11,1,1
178,area_939,0,ADSL1,outage_type_1,log_report_type_193,1,transit_server_type_11,1,1
8578,area_169,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
3741,area_991,2,ADSL1,outage_type_1,log_report_type_155,9,transit_server_type_11,1,1
622,area_856,1,ADSL1,outage_type_2,log_report_type_75,1,transit_server_type_22,1,1
13118,area_290,1,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_35,2,1
682,area_455,0,ADSL2,outage_type_2,log_report_type_232,7,transit_server_type_34,2,1
9884,area_779,2,ADSL1,outage_type_2,log_report_type_203,4,transit_server_type_15,1,1
7755,area_478,0,ADSL2,outage_type_2,log_report_type_229,21,transit_server_type_35,2,1
9928,area_1019,2,ADSL1,outage_type_2,log_report_type_203,22,transit_server_type_15,1,1
18029,area_798,1,ADSL1,outage_type_2,log_report_type_82,8,transit_server_type_15,1,1
14718,area_826,1,ADSL1,outage_type_1,log_report_type_170,4,transit_server_type_13,1,1
7676,area_995,2,ADSL1,outage_type_1,log_report_type_80,2,transit_server_type_15,1,1
11442,area_893,0,ADSL2,outage_type_1,log_report_type_283,15,transit_server_type_43,2,1
18442,area_902,1,Cable,outage_type_4,log_report_type_306,1,transit_server_type_23,4,0
14846,area_893,0,ADSL2,outage_type_1,log_report_type_368,8,transit_server_type_43,2,1
2896,area_1053,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
16888,area_258,0,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
15325,area_813,1,ADSL1,outage_type_1,log_report_type_172,1,transit_server_type_15,1,1
1071,area_445,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
4936,area_794,0,ADSL1,outage_type_1,log_report_type_163,2,transit_server_type_11,1,1
18031,area_369,0,ADSL2,outage_type_2,log_report_type_354,1,transit_server_type_35,2,1
10432,area_895,1,ADSL2,outage_type_1,log_report_type_283,2,transit_server_type_42,2,1
5727,area_119,0,ADSL2,outage_type_2,log_report_type_232,25,transit_server_type_34,2,1
204,area_505,0,ADSL2,outage_type_2,log_report_type_315,3,transit_server_type_34,2,1
358,area_1104,1,ADSL1,outage_type_1,log_report_type_80,1,transit_server_type_11,1,1
5153,area_475,0,ADSL2,outage_type_2,log_report_type_314,16,transit_server_type_35,2,1
15649,area_622,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
4077,area_255,0,ADSL2,outage_type_2,log_report_type_312,6,transit_server_type_34,2,1
15071,area_943,1,ADSL1,outage_type_1,log_report_type_280,4,transit_server_type_11,1,1
432,area_255,0,ADSL2,outage_type_2,log_report_type_312,7,transit_server_type_34,2,1
4856,area_820,1,ADSL2,outage_type_1,log_report_type_220,3,transit_server_type_21,2,1
8210,area_767,1,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
17323,area_745,1,Cable,outage_type_1,log_report_type_306,1,transit_server_type_23,4,0
6210,area_471,0,ADSL2,outage_type_2,log_report_type_233,4,transit_server_type_35,2,1
7274,area_830,1,ADSL1,outage_type_1,log_report_type_68,1,transit_server_type_11,1,1
17233,area_547,0,ADSL2,outage_type_1,log_report_type_219,2,transit_server_type_20,2,1
3660,area_823,0,ADSL1,outage_type_2,log_report_type_71,4,transit_server_type_15,1,1
6211,area_1100,2,ADSL1,outage_type_1,log_report_type_80,2,transit_server_type_15,1,1
1282,area_957,0,ADSL2,outage_type_2,log_report_type_55,2,transit_server_type_54,2,1
1473,area_945,1,ADSL1,outage_type_1,log_report_type_202,4,transit_server_type_11,1,1
14975,area_646,1,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
1882,area_846,1,ADSL1,outage_type_1,log_report_type_71,2,transit_server_type_11,1,1
16293,area_409,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
480,area_899,0,ADSL2,outage_type_2,log_report_type_283,1,transit_server_type_42,2,1
1490,area_344,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_34,2,1
408,area_232,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
10809,area_893,0,ADSL2,outage_type_1,log_report_type_375,1,transit_server_type_43,2,1
5385,area_244,0,ADSL2,outage_type_2,log_report_type_232,33,transit_server_type_35,2,1
17583,area_479,0,ADSL2,outage_type_2,log_report_type_314,8,transit_server_type_34,2,1
5347,area_889,0,ADSL1,outage_type_1,log_report_type_195,1,transit_server_type_11,1,1
16014,area_242,0,ADSL2,outage_type_2,log_report_type_314,37,transit_server_type_35,2,1
9514,area_1102,0,ADSL1,outage_type_2,log_report_type_65,2,transit_server_type_11,1,1
14146,area_676,0,ADSL1,outage_type_1,log_report_type_171,5,transit_server_type_11,1,1
12264,area_942,0,ADSL2+,outage_type_1,log_report_type_273,2,transit_server_type_11,3,1
16755,area_475,0,ADSL2,outage_type_2,log_report_type_314,3,transit_server_type_34,2,1
5764,area_629,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
18399,area_1014,2,ADSL1,outage_type_1,log_report_type_170,3,transit_server_type_13,1,1
9577,area_957,0,ADSL1,outage_type_1,log_report_type_81,4,transit_server_type_11,1,1
4921,area_244,0,ADSL2,outage_type_2,log_report_type_312,34,transit_server_type_35,2,1
2068,area_735,0,ADSL1,outage_type_1,log_report_type_191,1,transit_server_type_11,1,1
4974,area_12,0,ADSL2,outage_type_1,log_report_type_360,1,transit_server_type_54,2,1
6081,area_704,0,ADSL1,outage_type_1,log_report_type_196,1,transit_server_type_11,1,1
9907,area_1008,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
10319,area_1007,0,ADSL1,outage_type_2,log_report_type_80,1,transit_server_type_15,1,1
94,area_1111,2,ADSL1,outage_type_1,log_report_type_68,1,transit_server_type_11,1,1
7740,area_821,1,ADSL1,outage_type_1,log_report_type_198,1,transit_server_type_15,1,1
5148,area_613,1,ADSL1,outage_type_1,log_report_type_193,1,transit_server_type_15,1,1
14591,area_760,0,ADSL1,outage_type_2,log_report_type_68,8,transit_server_type_11,1,1
14357,area_122,0,ADSL2,outage_type_2,log_report_type_232,10,transit_server_type_35,2,1
16781,area_1014,1,ADSL2+,outage_type_1,log_report_type_170,3,transit_server_type_11,3,1
8685,area_159,0,ADSL2,outage_type_2,log_report_type_312,5,transit_server_type_35,2,1
9213,area_213,1,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_35,2,1
13751,area_767,0,ADSL2+,outage_type_1,log_report_type_68,3,transit_server_type_13,3,1
687,area_638,2,ADSL2,outage_type_1,log_report_type_283,4,transit_server_type_42,2,1
7976,area_144,1,ADSL2,outage_type_2,log_report_type_221,1,transit_server_type_35,2,1
17502,area_1024,0,ADSL1,outage_type_1,log_report_type_109,3,transit_server_type_11,1,1
1269,area_963,0,ADSL1,outage_type_1,log_report_type_109,32,transit_server_type_11,1,1
4863,area_613,0,ADSL1,outage_type_1,log_report_type_82,8,transit_server_type_54,1,1
10132,area_810,1,ADSL1,outage_type_1,log_report_type_82,26,transit_server_type_11,1,1
4930,area_91,0,ADSL2,outage_type_4,log_report_type_307,1,transit_server_type_35,2,1
6350,area_255,1,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_35,2,1
11188,area_895,2,ADSL2,outage_type_1,log_report_type_283,17,transit_server_type_45,2,1
13120,area_288,0,ADSL1,outage_type_1,log_report_type_160,2,transit_server_type_34,1,1
10268,area_893,0,ADSL2,outage_type_1,log_report_type_290,2,transit_server_type_44,2,1
6900,area_9,0,ADSL1,outage_type_1,log_report_type_71,25,transit_server_type_11,1,1
8397,area_475,0,ADSL2,outage_type_2,log_report_type_234,3,transit_server_type_34,2,1
8244,area_314,1,ADSL2,outage_type_2,log_report_type_313,2,transit_server_type_34,2,1
14994,area_1029,0,ADSL1,outage_type_2,log_report_type_55,1,transit_server_type_11,1,1
1691,area_518,0,ADSL2,outage_type_2,log_report_type_309,8,transit_server_type_34,2,1
2684,area_484,0,ADSL2,outage_type_2,log_report_type_230,1,transit_server_type_35,2,1
13179,area_810,0,ADSL1,outage_type_1,log_report_type_82,16,transit_server_type_15,1,1
12906,area_337,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
6665,area_4,1,ADSL1,outage_type_1,log_report_type_54,1,transit_server_type_11,1,1
5311,area_836,0,ADSL1,outage_type_1,log_report_type_73,3,transit_server_type_11,1,1
15965,area_97,0,ADSL2,outage_type_2,log_report_type_312,4,transit_server_type_35,2,1
1824,area_800,0,ADSL1,outage_type_1,log_report_type_73,1,transit_server_type_11,1,1
11121,area_477,0,ADSL2,outage_type_2,log_report_type_232,3,transit_server_type_35,2,1
234,area_714,1,ADSL2+,outage_type_1,log_report_type_345,1,transit_server_type_13,3,1
7157,area_476,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
12975,area_471,0,ADSL2,outage_type_2,log_report_type_233,13,transit_server_type_34,2,1
11733,area_311,0,ADSL2,outage_type_2,log_report_type_232,6,transit_server_type_35,2,1
4865,area_116,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
13005,area_1042,0,ADSL1,outage_type_2,log_report_type_82,19,transit_server_type_15,1,1
14441,area_744,1,ADSL2+,outage_type_1,log_report_type_273,3,transit_server_type_13,3,1
14769,area_292,1,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_34,2,1
15672,area_1050,0,ADSL1,outage_type_2,log_report_type_75,43,transit_server_type_11,1,1
7558,area_684,2,ADSL1,outage_type_1,log_report_type_203,37,transit_server_type_11,1,1
7528,area_471,0,ADSL2,outage_type_2,log_report_type_314,23,transit_server_type_35,2,1
2190,area_734,2,ADSL1,outage_type_1,log_report_type_203,11,transit_server_type_15,1,1
5243,area_984,0,ADSL1,outage_type_2,log_report_type_170,1,transit_server_type_11,1,1
722,area_1007,0,ADSL1,outage_type_1,log_report_type_201,2,transit_server_type_11,1,1
16733,area_1069,0,ADSL1,outage_type_1,log_report_type_209,7,transit_server_type_11,1,1
9641,area_294,1,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_35,2,1
3642,area_276,0,ADSL2,outage_type_4,log_report_type_312,2,transit_server_type_35,2,1
11313,area_1010,1,ADSL1,outage_type_1,log_report_type_195,1,transit_server_type_11,1,1
7044,area_460,0,ADSL2,outage_type_4,log_report_type_312,4,transit_server_type_35,2,1
2977,area_13,2,Fiber_High_speed,outage_type_1,log_report_type_273,2,transit_server_type_11,7,0
6675,area_896,0,ADSL2,outage_type_2,log_report_type_376,2,transit_server_type_43,2,1
4966,area_488,0,ADSL2,outage_type_2,log_report_type_232,5,transit_server_type_34,2,1
2096,area_135,0,ADSL2,outage_type_2,log_report_type_312,15,transit_server_type_34,2,1
11477,area_496,0,ADSL2,outage_type_2,log_report_type_229,1,transit_server_type_35,2,1
5320,area_1019,2,ADSL1,outage_type_1,log_report_type_82,64,transit_server_type_15,1,1
15851,area_627,0,Cable,outage_type_2,log_report_type_306,5,transit_server_type_11,4,0
4009,area_731,0,ADSL1,outage_type_1,log_report_type_171,2,transit_server_type_11,1,1
11038,area_102,0,ADSL2,outage_type_2,log_report_type_234,1,transit_server_type_34,2,1
9183,area_286,1,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
787,area_897,2,ADSL2,outage_type_1,log_report_type_283,1,transit_server_type_43,2,1
1031,area_763,1,ADSL1,outage_type_2,log_report_type_82,24,transit_server_type_15,1,1
2803,area_484,0,ADSL2,outage_type_2,log_report_type_315,3,transit_server_type_35,2,1
2773,area_825,1,ADSL1,outage_type_1,log_report_type_201,2,transit_server_type_15,1,1
10146,area_1072,0,ADSL1,outage_type_1,log_report_type_81,14,transit_server_type_11,1,1
897,area_373,0,ADSL2,outage_type_2,log_report_type_312,50,transit_server_type_35,2,1
14518,area_445,0,ADSL2,outage_type_2,log_report_type_312,34,transit_server_type_35,2,1
7291,area_957,0,ADSL1,outage_type_4,log_report_type_70,1,transit_server_type_54,1,1
18377,area_240,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
10329,area_1019,0,ADSL1,outage_type_1,log_report_type_196,9,transit_server_type_11,1,1
17409,area_816,2,ADSL1,outage_type_1,log_report_type_170,154,transit_server_type_13,1,1
15157,area_1049,2,ADSL1,outage_type_1,log_report_type_73,6,transit_server_type_11,1,1
5580,area_644,0,ADSL2,outage_type_1,log_report_type_285,9,transit_server_type_47,2,1
9328,area_726,2,ADSL1,outage_type_1,log_report_type_155,8,transit_server_type_11,1,1
8168,area_1102,0,ADSL1,outage_type_1,log_report_type_73,2,transit_server_type_11,1,1
18231,area_90,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
9267,area_500,0,ADSL2,outage_type_2,log_report_type_312,1,transit_server_type_34,2,1
299,area_445,0,ADSL2,outage_type_2,log_report_type_232,6,transit_server_type_34,2,1
7930,area_126,0,ADSL2,outage_type_2,log_report_type_313,6,transit_server_type_35,2,1
2434,area_810,2,ADSL1,outage_type_2,log_report_type_203,20,transit_server_type_15,1,1
7007,area_1049,0,ADSL1,outage_type_1,log_report_type_73,1,transit_server_type_11,1,1
1310,area_836,0,ADSL1,outage_type_1,log_report_type_195,7,transit_server_type_11,1,1
6289,area_976,0,ADSL1,outage_type_2,log_report_type_82,12,transit_server_type_15,1,1
16879,area_695,0,ADSL1,outage_type_1,log_report_type_195,2,transit_server_type_11,1,1
6818,area_1026,1,ADSL2+,outage_type_1,log_report_type_68,2,transit_server_type_13,3,1
7147,area_242,0,ADSL2,outage_type_2,log_report_type_232,40,transit_server_type_35,2,1
14741,area_649,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
1795,area_805,0,ADSL1,outage_type_1,log_report_type_70,1,transit_server_type_20,1,1
17184,area_839,0,ADSL1,outage_type_2,log_report_type_54,5,transit_server_type_11,1,1
9303,area_931,2,Fiber_Ultra,outage_type_1,log_report_type_203,3,transit_server_type_11,8,0
16244,area_793,0,ADSL1,outage_type_2,log_report_type_195,3,transit_server_type_11,1,1
14643,area_501,0,ADSL2,outage_type_2,log_report_type_313,6,transit_server_type_35,2,1
1165,area_509,0,ADSL2,outage_type_2,log_report_type_316,2,transit_server_type_34,2,1
15119,area_159,1,ADSL1,outage_type_2,log_report_type_44,1,transit_server_type_11,1,1
16001,area_254,0,ADSL2,outage_type_2,log_report_type_313,1,transit_server_type_34,2,1
6152,area_837,1,ADSL2+,outage_type_1,log_report_type_68,1,transit_server_type_13,3,1
9586,area_890,0,ADSL1,outage_type_4,log_report_type_73,1,transit_server_type_11,1,1
15796,area_122,0,ADSL2,outage_type_2,log_report_type_313,2,transit_server_type_35,2,1
1852,area_794,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_23,2,1
18037,area_981,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
7254,area_810,1,ADSL1,outage_type_1,log_report_type_193,1,transit_server_type_15,1,1
8789,area_1052,2,ADSL1,outage_type_1,log_report_type_203,12,transit_server_type_15,1,1
323,area_763,1,ADSL1,outage_type_2,log_report_type_203,3,transit_server_type_15,1,1
8238,area_314,0,ADSL2,outage_type_2,log_report_type_313,4,transit_server_type_35,2,1
8340,area_255,0,ADSL2,outage_type_2,log_report_type_312,13,transit_server_type_35,2,1
18492,area_135,0,ADSL2,outage_type_2,log_report_type_312,25,transit_server_type_35,2,1
7104,area_369,0,ADSL2,outage_type_2,log_report_type_232,5,transit_server_type_35,2,1
10617,area_236,0,ADSL2,outage_type_1,log_report_type_134,1,transit_server_type_20,2,1
12277,area_1107,2,ADSL1,outage_type_1,log_report_type_82,129,transit_server_type_11,1,1
6381,area_737,0,ADSL1,outage_type_1,log_report_type_42,4,transit_server_type_11,1,1
5369,area_506,0,ADSL2,outage_type_2,log_report_type_312,92,transit_server_type_34,2,1
12827,area_286,1,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
4989,area_794,0,Fiber1,outage_type_1,log_report_type_306,1,transit_server_type_14,5,0
3152,area_653,2,ADSL1,outage_type_1,log_report_type_82,49,transit_server_type_11,1,1
8090,area_946,0,ADSL1,outage_type_2,log_report_type_73,2,transit_server_type_11,1,1
18080,area_122,0,ADSL2,outage_type_2,log_report_type_314,2,transit_server_type_34,2,1
9377,area_793,0,ADSL1,outage_type_2,log_report_type_195,1,transit_server_type_11,1,1
7585,area_1008,1,ADSL1,outage_type_2,log_report_type_203,1,transit_server_type_15,1,1
16065,area_16,0,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_20,2,1
4573,area_664,0,ADSL1,outage_type_1,log_report_type_55,1,transit_server_type_11,1,1
13594,area_128,0,ADSL2,outage_type_2,log_report_type_233,1,transit_server_type_35,2,1
387,area_957,0,ADSL1,outage_type_2,log_report_type_55,1,transit_server_type_11,1,1
9617,area_91,0,ADSL2,outage_type_2,log_report_type_307,1,transit_server_type_35,2,1
4460,area_1030,0,ADSL1,outage_type_2,log_report_type_54,2,transit_server_type_11,1,1
14739,area_864,1,BPL,outage_type_5,log_report_type_240,2,transit_server_type_27,0,1
9147,area_834,0,ADSL1,outage_type_1,log_report_type_82,16,transit_server_type_11,1,1
15922,area_831,1,ADSL1,outage_type_1,log_report_type_170,3,transit_server_type_11,1,1
11006,area_707,0,ADSL1,outage_type_2,log_report_type_276,1,transit_server_type_26,1,1
4844,area_380,0,ADSL2,outage_type_1,log_report_type_312,6,transit_server_type_20,2,1
6185,area_1099,0,ADSL1,outage_type_1,log_report_type_81,3,transit_server_type_11,1,1
1352,area_618,1,ADSL1,outage_type_1,log_report_type_162,1,transit_server_type_11,1,1
17788,area_296,0,ADSL2,outage_type_2,log_report_type_312,2,transit_server_type_35,2,1
18524,area_834,1,ADSL1,outage_type_1,log_report_type_203,5,transit_server_type_11,1,1
6689,area_102,0,ADSL2,outage_type_2,log_report_type_230,5,transit_server_type_34,2,1
16458,area_278,0,ADSL2,outage_type_2,log_report_type_232,2,transit_server_type_35,2,1
12372,area_493,0,ADSL2,outage_type_2,log_report_type_314,11,transit_server_type_35,2,1
13593,area_786,0,ADSL2,outage_type_1,log_report_type_239,2,transit_server_type_24,2,1
6002,area_477,0,ADSL2,outage_type_2,log_report_type_234,37,transit_server_type_35,2,1
17401,area_124,0,ADSL2,outage_type_2,log_report_type_232,4,transit_server_type_35,2,1
9581,area_155,0,ADSL2,outage_type_2,log_report_type_232,5,transit_server_type_34,2,1
3255,area_95,0,ADSL2,outage_type_2,log_report_type_313,2,transit_server_type_35,2,1
8052,area_704,2,ADSL1,outage_type_1,log_report_type_82,33,transit_server_type_11,1,1
17319,area_455,0,ADSL2,outage_type_2,log_report_type_312,15,transit_server_type_35,2,1
16780,area_343,0,ADSL2,outage_type_2,log_report_type_232,1,transit_server_type_34,2,1
1441,area_549,0,ADSL1,outage_type_1,log_report_type_219,1,transit_server_type_20,1,1
10882,area_704,1,ADSL1,outage_type_2,log_report_type_82,38,transit_server_type_15,1,1
4931,area_441,1,ADSL2,outage_type_4,log_report_type_312,1,transit_server_type_35,2,1
406,area_13,2,ADSL2,outage_type_1,log_report_type_219,1,transit_server_type_22,2,1
3076,area_380,0,ADSL2,outage_type_2,log_report_type_232,8,transit_server_type_34,2,1
